PT명사개수,PT관련명사,PT서술어개수,PT관련서술어,검도명사개수,검도관련명사,검도서술어개수,검도관련서술어,기구필라테스명사개수,기구필라테스관련명사,기구필라테스서술어개수,기구필라테스관련서술어,다빈치바디보드명사개수,다빈치바디보드관련명사,다빈치바디보드서술어개수,다빈치바디보드관련서술어,등산명사개수,등산관련명사,등산서술어개수,등산관련서술어,라틴댄스명사개수,라틴댄스관련명사,라틴댄스서술어개수,라틴댄스관련서술어,매트필라테스명사개수,매트필라테스관련명사,매트필라테스서술어개수,매트필라테스관련서술어,뮤직복싱명사개수,뮤직복싱관련명사,뮤직복싱서술어개수,뮤직복싱관련서술어,바차타명사개수,바차타관련명사,바차타서술어개수,바차타관련서술어,발레명사개수,발레관련명사,발레서술어개수,발레관련서술어,발레핏명사개수,발레핏관련명사,발레핏서술어개수,발레핏관련서술어,방송댄스명사개수,방송댄스관련명사,방송댄스서술어개수,방송댄스관련서술어,번지댄스명사개수,번지댄스관련명사,번지댄스서술어개수,번지댄스관련서술어,번지요가명사개수,번지요가관련명사,번지요가서술어개수,번지요가관련서술어,번지피트니스명사개수,번지피트니스관련명사,번지피트니스서술어개수,번지피트니스관련서술어,복싱명사개수,복싱관련명사,복싱서술어개수,복싱관련서술어,볼링명사개수,볼링관련명사,볼링서술어개수,볼링관련서술어,빈야사명사개수,빈야사관련명사,빈야사서술어개수,빈야사관련서술어,사이클명사개수,사이클관련명사,사이클서술어개수,사이클관련서술어,살사명사개수,살사관련명사,살사서술어개수,살사관련서술어,서핑명사개수,서핑관련명사,서핑서술어개수,서핑관련서술어,소도구필라테스명사개수,소도구필라테스관련명사,소도구필라테스서술어개수,소도구필라테스관련서술어,수상스키명사개수,수상스키관련명사,수상스키서술어개수,수상스키관련서술어,수영명사개수,수영관련명사,수영서술어개수,수영관련서술어,스피닝명사개수,스피닝관련명사,스피닝서술어개수,스피닝관련서술어,아쉬탕가명사개수,아쉬탕가관련명사,아쉬탕가서술어개수,아쉬탕가관련서술어,아쿠아로빅명사개수,아쿠아로빅관련명사,아쿠아로빅서술어개수,아쿠아로빅관련서술어,아쿠아바이크명사개수,아쿠아바이크관련명사,아쿠아바이크서술어개수,아쿠아바이크관련서술어,아쿠아테크명사개수,아쿠아테크관련명사,아쿠아테크서술어개수,아쿠아테크관련서술어,암벽등반명사개수,암벽등반관련명사,암벽등반서술어개수,암벽등반관련서술어,에어로빅명사개수,에어로빅관련명사,에어로빅서술어개수,에어로빅관련서술어,에이리얼후프명사개수,에이리얼후프관련명사,에이리얼후프서술어개수,에이리얼후프관련서술어,요가명사개수,요가관련명사,요가서술어개수,요가관련서술어,요가쿠아명사개수,요가쿠아관련명사,요가쿠아서술어개수,요가쿠아관련서술어,인요가명사개수,인요가관련명사,인요가서술어개수,인요가관련서술어,자이로토닉명사개수,자이로토닉관련명사,자이로토닉서술어개수,자이로토닉관련서술어,재즈댄스명사개수,재즈댄스관련명사,재즈댄스서술어개수,재즈댄스관련서술어,점핑피트니스명사개수,점핑피트니스관련명사,점핑피트니스서술어개수,점핑피트니스관련서술어,조깅명사개수,조깅관련명사,조깅서술어개수,조깅관련서술어,주짓수명사개수,주짓수관련명사,주짓수서술어개수,주짓수관련서술어,줌바명사개수,줌바관련명사,줌바서술어개수,줌바관련서술어,크로스핏명사개수,크로스핏관련명사,크로스핏서술어개수,크로스핏관련서술어,키네시스명사개수,키네시스관련명사,키네시스서술어개수,키네시스관련서술어,타바타명사개수,타바타관련명사,타바타서술어개수,타바타관련서술어,탱고명사개수,탱고관련명사,탱고서술어개수,탱고관련서술어,트램폴린명사개수,트램폴린관련명사,트램폴린서술어개수,트램폴린관련서술어,파운드핏명사개수,파운드핏관련명사,파운드핏서술어개수,파운드핏관련서술어,패들보드명사개수,패들보드관련명사,패들보드서술어개수,패들보드관련서술어,패들핏명사개수,패들핏관련명사,패들핏서술어개수,패들핏관련서술어,펜싱명사개수,펜싱관련명사,펜싱서술어개수,펜싱관련서술어,폴댄스명사개수,폴댄스관련명사,폴댄스서술어개수,폴댄스관련서술어,플라잉명사개수,플라잉관련명사,플라잉서술어개수,플라잉관련서술어,플라잉요가명사개수,플라잉요가관련명사,플라잉요가서술어개수,플라잉요가관련서술어,플라잉필라테스명사개수,플라잉필라테스관련명사,플라잉필라테스서술어개수,플라잉필라테스관련서술어,필라테스명사개수,필라테스관련명사,필라테스서술어개수,필라테스관련서술어,필록싱명사개수,필록싱관련명사,필록싱서술어개수,필록싱관련서술어,하타요가명사개수,하타요가관련명사,하타요가서술어개수,하타요가관련서술어,핫요가명사개수,핫요가관련명사,핫요가서술어개수,핫요가관련서술어,헬스명사개수,헬스관련명사,헬스서술어개수,헬스관련서술어,힙레명사개수,힙레관련명사,힙레서술어개수,힙레관련서술어
21,개인,6,한,120,도장,19,참,133,자세,34,하지,251,장,44,깨끗한,106,정상,19,보니,204,쌤,28,멋진,149,재활,37,많은,252,동탄,45,편히,166,활동,22,해주세요,132,입시,27,아름다,210,자세,37,드릴게요,225,바,30,배우기,454,마스터,59,좋은,306,용산구,37,다양한,223,교정,38,감사합니다,181,트레이닝,24,흘리며,149,리그,47,남겨주세요,177,소마,32,하지,160,팀,28,들,169,활동,23,해주세요,134,속초,20,즐거운,198,맘,44,있으니,219,남양주,36,하겠습니다,90,다이어트,23,먹고,129,쌤,34,만들어,197,피티,39,하다,232,다이어트,23,좋다,35,점프,4,보세요,14,아쿠아로,3,다양한,95,클라이머,18,다양한,159,쌤,27,먹고,8,블라디보스톡,2,좋은,115,가방,28,한,93,자유,8,마친,221,우리,54,좋아요,175,강서구,28,좋아요,305,바,57,눌러주세요,188,중,58,뛰고,106,홈,29,한,175,울산,18,해서,63,피티,17,보세요,90,장,20,들,156,웰,26,감사합니다,233,동탄,26,하겠습니다,107,왈츠,26,보세요,152,점프,32,좋아하는,128,호텔,29,즐겁게,204,렌탈,27,엄청난,2,삼,1,하시는데도,99,상승,13,오셔서,115,접수,23,그립,152,몸,33,보세요,147,해먹,26,하지,168,핏,59,키우고,3,헬스,1,들이,290,줌,19,걸리면,183,피티,46,많은,193,헬스,33,즐겁고,91,트레이닝,19,한,171,글로벌,24,가
21,군산,6,하러,117,중,19,한,130,재활,33,하며,228,소도구,43,되는,105,킹,19,한다,200,소셜,28,좋아요,146,자세,37,다양한,248,팔,42,놓치지,152,파타야,22,좋은,132,동탄,24,아닌,202,예약,35,해보세요,206,노래,30,쉽고,443,플,54,해보세요,302,제공,37,되는,220,탄츠,36,해서,141,부천,24,검단,149,램,47,끝난,148,테라,31,함께요,145,나,27,와,152,파타야,20,까사,128,롱,20,크,185,센터,44,않도록,214,제트,35,먹,87,수모,23,되는,127,바,29,아닌,193,스튜디오,37,나를,200,영장,23,한,34,마곡,4,않는,13,엠,3,꾸준히,92,암장,16,했는데,155,팔,26,많은,8,아트,2,아니,110,것,27,보세요,93,수중,8,감사합니다,220,대요,53,될,173,그래비티,25,즐거운,294,줌,53,진정한,176,이프,51,즐겁게,105,것,28,했는데,168,오후,18,그래,60,중,17,먹고,88,코치,20,클,152,아치,25,자세한,227,트레이닝,24,즐거운,102,동호회,26,예쁜,144,키카,32,넘,125,프로,26,새로운,176,비치,25,따뜻하게,2,수영장,1,들,99,외,13,하자,107,몸,22,미,151,평내,32,행복한,140,몸,25,받으세요,166,주세요,59,부드러운,3,티,1,잡으러,215,티오,19,죽는다,177,교정,45,하다,190,중,33,먹,89,프로필,18,건강한,150,취미,20,즐겨
20,머신,6,끝나고,113,초,18,새로운,127,예약,33,되는,210,양산,43,가능한,91,다이어트,18,그려,195,강남,28,까사,141,예약,35,되는,242,진해,42,흘리며,147,쌤,20,까사,129,발레리나,24,매거진,201,수강,33,아름답게,205,에어로빅,28,편하게,440,스튜디오,53,되는,294,용인,36,많은,206,마스터,36,많은,140,핏,20,대,142,취미,45,좋,144,아사,31,되는,137,철인,27,해주고,141,쌤,19,만나요,115,펜션,20,되는,184,예약,42,산단,183,레져,35,받으세요,83,서현,21,다양한,124,연휴,26,대,181,아사,36,하면,177,상계,21,하러,33,순천,4,살빼기,12,리더스,2,그러니,86,나,15,가볼만,151,저녁,25,독하게,8,러시아,1,했어용,103,내,24,하며,93,뚝섬,8,하며,214,레슨,52,들,172,화곡,23,넘,288,실용,42,감사합니다,175,벌라,47,닫히지,99,달리기,26,해서,162,부,17,끝나고,58,작업,15,되구요,85,체험,19,즐거운,148,수성구,24,팜,223,홈,23,아쉬,102,커플,23,다양한,144,나,31,편안하게,123,센터,23,먹고,166,투어,24,빌리면,2,캠핑,1,하시네요,95,선물,13,아니라,107,콤,21,클,142,용인,28,신나는,124,폴,24,했어요,162,내,59,이룰,3,아디,1,입고,201,복싱,19,신리,167,하타,41,해서,176,체형,33,배우러,88,웨이트,17,다양한,149,무용,20,했던
20,관리,5,꾸준히,112,아이,16,끝나고,125,강화,33,보니,209,리듬,41,든든한,90,내,17,않은,188,바,27,새로운,131,스튜디오,35,좋아요,231,센터,36,다양한,146,키,17,춤추는,127,스트레칭,23,만드는,176,몸,32,참,194,입시,27,있다면,402,무용,49,출,290,테스,36,가능한,198,만,32,한,128,크로스,17,즐겁게,131,동호회,40,맞,143,교정,31,좋,117,트라이애슬론,25,빠르게,139,바,19,클,110,해변,18,예쁜,180,체형,40,빠른,181,다이빙,32,부이,80,트레이닝,20,참,115,모집,25,다양한,170,오창,34,보니,174,금호,21,새로운,30,재활,4,건강한,11,삼,2,그렇다면,78,마곡,15,보실,143,집,23,해주세요,8,스터,1,싶은거,97,직장,24,챌,91,배럴,8,따뜻한,195,신청,51,해주세요,169,체형,22,하지,287,에어로빅,42,하면,164,구미,47,않았다고,95,때,25,달리는,160,관장,16,하러,56,컨텐츠,15,되도록,84,피티,18,하면,143,퍼스널,23,열리는,218,크로스,22,하지,101,한글,23,보니,143,마인드,30,보내시고,123,프레지던트,22,하네요,163,캠프,24,미치다,2,점프,1,와요,92,골프,12,행복한,105,거,20,크로,130,핏,25,있,112,교정,23,하게,153,지구,58,올바르게,3,구매,1,어울려요,178,제천,18,건강한,163,명상,40,해주세요,168,매트,32,신나는,88,몸,15,들의,145,데이,20,쎄
20,바이러스,5,보세요,102,대전,15,받으세요,119,관리,31,따,207,팔,41,친절한,89,블랙,17,갈,155,파타야,24,센,128,센터,31,할수,228,식사동,35,즐거운,137,좀바,17,감사합니다,121,가방,23,탄,169,복,32,되는,185,걸스,27,하면서,374,줌,49,소중해인,275,프로그램,33,하면,197,쌤,31,탄,127,중,17,확실한,129,핀,39,좋은,137,매트,31,시르사,117,대회,25,하면,138,정모,18,즐겁게,103,제주,18,탄,168,오창,40,되는,158,오,32,달려,79,짐,20,해주세요,115,관리,25,하겠습니다,161,명상,34,다양한,169,순천,20,좋아,30,중,4,싸,11,생활,2,드세요,78,갤러리,14,하다,130,개월,22,먹지,7,날,1,할거야,97,중,24,먹고,89,수영,7,줄거에요,175,빈,51,깊은,168,몸,21,먹고,240,현대,40,걸리,163,쌤,47,한다면,91,조,24,뛰기,158,호신술,16,단련,55,스튜디오,15,겁니다,82,필라테스,17,싶으신,126,청담,22,바꿀,216,경기,22,보세요,98,댄스스포츠,23,참,138,바운스,30,바라겠습니다,119,광안리,22,건강한,162,보딩,23,받으세요,2,바이크,1,했어요,92,액자,12,받고,104,나,20,아니라,128,천안,25,가하는,111,중,22,좋,142,컨트롤,55,합니다내,3,제작,1,아노,168,점핑,18,가,159,자세,40,있다,167,방배역,32,살빼기,84,등,15,드려요,143,줌,18,신나게
19,헬린,5,하겠습니다,99,나,15,어떻게,116,팔,30,하면서,205,점프,40,하자,85,때,17,가,155,초급,23,배워,126,모던,31,하면서,227,보정동,33,있다,130,방콕,15,출,116,오,22,남겨주세요,168,관리,31,많은,172,데프,25,춤추는,338,아시아,46,원하시는,267,중,33,하지,196,레슨,28,새로운,122,스파링,17,했는데,123,러키,38,치는,135,호흡,31,하게,107,헬스,24,없다,132,방콕,18,되는,101,겨울,17,까,165,매트,39,아니라,154,고객,32,놀러,77,것,19,하다,114,포인트,25,원하는,159,솔,33,하게,168,정보,19,즐거운,29,시티,4,타면서,11,빅,2,책임지는,76,소니,13,많은,129,트레이닝,22,감사합니다,6,인생,1,먹고싶은,93,선물,24,참,80,유원지,7,보면,172,만,49,보세요,163,토탈,21,미,239,시청,39,많은,162,빅,47,아프다면,90,훈련,24,받으세요,144,레슬링,16,만나,54,관리,15,따라,78,체력,17,집니다,126,메스타,21,이어,207,피,22,살빼기,97,댄서,23,되는,131,우리,30,건강하세요,115,점핑,21,소소한,162,하우스,23,가봤으니깐,2,처음,1,나서,89,취미,11,좋,104,촬영,20,얼리,127,팔,24,해서,109,거,22,행복한,135,거,46,들,3,단가,1,예뻐요,154,쌤,17,아닌,156,순천,38,나를,158,힐링,30,확실한,83,헬린,14,늘리기,117,티켓,17,새로운
18,끝,5,받습니다,96,부,15,좋아,110,때,28,해보세요,204,최고,37,만들어,79,제주,17,대,146,반,22,좋은,124,워크,30,따라,223,지도,32,따져,126,모임,14,만나요,115,레슨,22,자세한,162,현대,31,건강한,159,발레,25,댄,321,리얼,45,들어,262,오,32,해서,182,몸,28,좋,122,점,17,재미있게,121,거,38,감사합니다,121,내,31,새로운,102,샵,23,해서,128,키,18,없을시,98,스키,17,큰,134,최고,39,풍부한,153,판매,30,들,74,거,19,들,113,피티,24,좋,151,매트,33,있다,166,개인,19,하면서,29,엠,4,빠져,10,속,2,가,76,이미지,13,넘,119,짐,21,좋,6,샷,1,고마워용,92,개,23,했는데,73,닝,7,는,165,플로우,48,새로운,156,자세,20,해주세요,211,점,37,좋,159,서귀포,45,즐거운,89,번,22,있다,144,중,16,가,53,것,15,원하는,78,프로필,17,쓰,123,헬스,20,한,205,팔,21,클,92,번,22,자세한,129,증산,30,찾아오시는,107,아카데미,20,화창한,159,겨울,23,가능함,2,복이,1,하셨다,87,강남,11,해주셨습니다,103,대전,19,좋,126,배,24,느껴,104,번,22,되는,100,상무,34,많은,3,판매,1,끊어,144,스캣,16,신나게,142,플라잉,38,산단,156,번,29,받으세요,81,관리,14,하겠습니다,117,육아,17,해주세요
18,것,4,드리는,94,수련,14,희,107,바이러스,26,예쁜,196,컴퍼니,35,보고왔어요,77,하이킹,17,좋아,138,토요일,21,자세한,115,청주,30,보세요,217,울산,32,아깝지,119,커플,14,미,114,후,21,잡힌,159,대전,31,다양한,152,아트,25,싸,312,에스,45,많은,244,번,30,따라,178,옥계,28,되는,120,웨이트,17,감사합니다,119,게임,37,하겠습니다,117,자세,26,즐거운,101,훈련,23,먹고,123,좀바,17,새로운,95,나,17,커,132,연휴,39,해서,147,수제,29,는,73,광안리,18,넘,113,줌,24,되는,149,백,30,하면서,165,대학교,18,가는,26,다이어트,3,빠른,10,재활,2,않아,75,에이스,13,눌러,113,관리,20,넘이길,6,오,1,돌았음,91,점,23,따라,69,이색,6,즐겁게,158,해부학,43,돕는,143,다이어트,20,하시면,200,전문가,36,해보세요,154,헬스,43,열린,88,중,21,박질,133,복싱,15,되는,52,맘,14,들어가게,77,센터,16,해야,119,국제,20,해보세요,200,키,20,깊은,89,바,22,하게,120,유아,28,즐거운,106,믹스,20,됐습니다,153,바다,23,많습니다,2,아빠,1,신나게,86,서울,11,편안하게,101,신청,18,탄,121,교정,23,되는,99,구래동,21,건강한,99,사용,32,감사합니다,3,신도림,1,따,136,우리,16,새로운,138,산요,36,시르사,132,방배,29,따뜻한,79,닭,14,입고,117,필라테스,17,있답니다
18,불금,4,찍어,91,짓,14,멋진,106,것,25,않게,195,프로그램,34,해보세요,77,취미,16,벤,137,커플,20,자유롭게,114,코어,28,하지,215,파주,32,않으실,117,나,14,신나게,111,패션,21,않으면,159,연휴,30,감사합니다,147,아카데미,25,함께라면,301,영천,44,는,241,플러스,29,좋아요,174,중,25,즐겁게,115,관장,17,찐,107,볼링공,32,싸,117,구요,26,행복한,98,동호회,21,받으세요,118,모임,17,먹고,93,강원도,17,하면,130,산후,37,하셔서,145,가평,28,입니,72,자유,18,하게,111,것,24,해야,147,때,30,참,164,동서대,18,끝나고,25,자전거,3,다양한,10,이채,2,되는,72,데이트,13,새로운,112,만,20,챌,6,모델,1,좋겠다,88,우리,22,하면서,66,프립,6,매거진,156,호흡,43,빠른,143,압구정,19,메디,191,아이돌,33,싸,151,아산,42,걸리면,87,런,21,들,127,유도,14,커,51,몸,14,들을수있는,72,지부,15,많은,116,견,20,넘나,192,즈,20,넘,88,파티,21,감사합니다,113,방방,25,뛰어,104,짐,20,따끈한,142,필리핀,22,더워요,2,본색,1,하셨는데,81,형재,11,재밌는,100,세미나,18,넘나,121,김포,22,니당,93,리얼,21,보세요,90,위,30,해서,2,천,1,했었죠,136,헬스,16,다양한,136,주차,35,하면,129,추가,28,하면,77,트레이너,13,하러,112,파티,17,우아한
18,발레,4,싸,89,맘,13,한다,103,손,24,감사합니다,195,점,33,흘리고,77,거,16,따라,133,복,19,한,112,바,28,드리겠습니다,209,무에타이,29,오셔서,115,오사카,13,먹고,105,맘,21,전화하기,158,후,30,남겨주시면,146,스토어,24,받으세요,287,자격,44,들은,235,아시아,28,얼리,172,대,25,아닌,112,더원,16,따져,105,선,31,입니다텐,113,중,26,가하는,92,것,21,새로운,115,오사카,17,멋진,87,렌탈,17,다양한,125,모던,36,소중한,132,캠프,27,올,72,유리,18,한다,109,기구,23,타는,146,주차,30,어떤,163,개금,18,하게,23,하이드로,3,물안에서,10,핏,2,되었어요,69,점,12,보고싶은,110,핏,20,따라,6,스냅샷,1,찍어야겠다오,88,후,22,꾸준히,65,한혜진,6,멋지게,152,사,42,만들어,127,개인,19,다양한,184,입시,31,어렵지,142,등,41,뛰다,84,산책,20,안전한,123,고릴라,14,해주세요,50,거,14,되는거죠,72,번,15,힘든,112,트레이너,20,하면,188,필라,19,굳은,80,우리,20,받으세요,111,방학,25,놀고,102,서울,20,머물게,140,키스,22,배우러,2,물놀,1,마셨답니다,81,대회,11,해서,99,연습,18,해주세요,118,중,22,다양한,90,센터,21,끝나고,89,수련,28,아쉬,2,호,1,하겠다고,135,타바타,16,만들어,135,스튜디오,34,뜨리,125,가방,26,됩니다운,75,선,13,가,105,한국,16,놀고
18,제주,4,있어서,88,성북,13,먹고,102,코로나,24,하시고,195,번지,31,하겠습니다,75,야크,16,하며,132,직장,19,하셔서,108,것,28,하면,207,머슬,28,강하고,115,바,13,참,100,방문,21,누르시면,158,신사동,30,해서,145,맘,24,싶다면,275,원장,43,배워,228,코어,28,맞춰,172,김천,24,피지오의,98,내,16,아깝지,103,볼린,28,탄,110,팔,24,자세한,90,맛,20,넘,111,직장,17,출,84,취미,16,그려,123,산전,36,주셔서,131,제품,27,크서,71,물,18,즐겁게,109,거,23,하러,138,힐링,28,해주세요,160,경남,18,건강한,23,협회,3,작은,9,협회,2,터지는,67,팔,12,걷고싶은,109,로빅,20,될,6,쌤,1,봐서,87,가요,21,나를,64,헬스,5,아름다운,148,교정,42,다양한,112,국제,19,한,179,서울,31,자세한,142,센터,41,해보세요,82,거,20,뛸,116,떼,13,크,50,개인,14,기대하셔도,72,중,15,할수있는,112,센터,18,따,187,장운동,19,달려온,76,크리스마스,20,자유롭게,110,필라테스,24,좋아,100,바레,20,넘,137,리다,21,해서,2,물,1,빠지려고,80,이종,11,즐거운,91,체험,18,할수,117,뉴욕,21,따라,88,때,21,건강하게,88,주일,27,되는,2,기구,1,드렸었습니다,132,주말,15,센,132,장,34,될,121,밸런스,26,나오시면,74,거,13,하지,88,맘,15,먹고
17,웨이트,4,아닌,83,검도장,13,즐겁게,98,번,24,들이,191,라이브,31,시키는,73,번,15,되는,126,중,19,보세요,105,번,27,하게,201,코,28,날씬해지려면,114,정모,13,멋진,97,우리,20,는,150,개인,30,받으세요,132,예술,24,어떨까,270,직강,42,잼나게,216,등,27,만나,167,광양,23,다양한,94,무브먼트,16,않으실,103,사이즈,28,해서,109,해부학,24,해서,88,마라톤,20,클,107,수원,15,한,83,스리랑카,15,하며,122,센텀,35,있나요,130,보트,26,살자,71,맘,16,예쁘다,109,몸,23,자세한,137,장,28,하며,160,냉정,17,했던,21,속,3,하러,9,승무원,2,필요한,66,번,12,큰건,107,천,20,하면,6,아티스트,1,신기하고,87,때,21,되는,61,만,5,내쉬,147,가마,42,어떤,111,머신,19,싫을,174,다이어트,30,않아요,138,것,41,죽는다,81,일기,20,넘,115,헬스,13,멋짐,50,트레이닝,14,필요하신,71,몸,15,되는,110,장신구,18,빌리지자,169,유산소,19,함께가요,73,날,18,하지,106,중,24,큰,100,오아시스,19,해서,135,강습,21,다양한,1,하나,1,탄듯,80,격투기,10,어떻게,90,때,18,많은,108,점,21,자세한건,87,우리,20,즐거운,87,심화,24,하며,2,사진첩,1,하던,130,레슨,15,행복한,128,사나,33,않는,118,관리,26,살뺄거아이가,73,나,13,마세요,86,캣츠,14,만나
17,점,4,하게,83,등,13,하지,98,거,24,하러,186,웨이트,30,새로운,68,길,15,나도,125,키,19,즐거운,104,용담동,25,새로운,196,더원,28,껴라,112,수원,13,즐겁게,97,여성,20,좋,150,번지,29,아름다운,130,실용,24,배우고싶은,257,경력,42,해봐요,213,후,26,하러,165,제주,22,쓰,94,레슬링,16,겁니다대,100,반사,26,들,107,인요,23,하면,84,몸,20,하게,105,나,15,먹,78,해수욕장,15,있어,119,후,35,기다리지,128,스쿠버,26,시키고,66,헬스,16,보니,107,터닝,23,즐겁게,137,탕,27,빈야사,141,원수영,17,미,21,아쿠아로,3,빌리지,8,일기,2,신나는,66,다이어트,12,아니겠지,105,내,19,새로운,5,거,1,즐거웠어요,85,명품,20,좋,61,스탠드업,5,썬,144,후,41,만나요,109,주회,18,크,172,커뮤니티,30,춤추는,137,유산소,40,하지,78,필터,20,좋,112,종합,13,대,50,바이러스,14,다가가세요,71,나,15,재미있는,106,다이어트,17,빌리지,168,체력,19,해가든,73,반,18,미,106,곳,24,신나는,95,엑스,18,맞춰,134,펀,20,험,1,요패,1,하셨습니다,80,쇼트트랙,10,한,88,레슨,18,챌,105,개월,21,빈야사,87,가요,19,넘,87,법,21,좋아요,2,구경,1,했었던,128,교정,15,할만,128,호흡,32,즐거운,116,가요,25,예뻐지는,71,것,12,보세요,85,골든,14,모여
16,개월,4,좋,80,우리,13,신은,96,연휴,24,꾸준히,179,북구,30,선보입니다,66,생각,15,가고,125,모임,19,파소,100,필라,24,아니라,194,장,28,지매,109,쿠바,13,넘나,95,한국,20,해서,146,유아,29,예쁘게,128,레슨,24,해보세용,255,시분,42,탄,199,예약,26,감사합니다,159,발레,22,해주세요,93,미트,16,해서,94,팀,23,많은,105,사나,23,와,81,비타민,20,해준,104,커플,14,갈,72,것,15,와,116,연산,35,받으세요,127,스쿨,26,감사합니다,65,접영,16,따뜻한,106,핏,22,해용,135,마이,26,받으세요,140,나,17,보니,21,이탈리아,3,새로운,8,강서,2,하러,64,잼,12,사길,104,유산소,19,먹,5,기니,1,뜨겁게,83,명상,20,해야,58,몬스터,5,빠질,143,인천,41,해야,107,우리,18,하며,172,살롱,29,시키는,137,우리,40,넘,78,날,19,한다,105,코리아,13,합시다,48,식단,14,진정한가치,70,만,15,했는데,106,게임,15,새로운,158,트,19,즐겁게,70,피아졸라,18,아니라,103,거,22,즐겁게,91,릴리즈,18,좋아요,132,죽도,20,운사,1,카본,1,빡심,80,사부,10,있으신,85,헬스,17,팜,104,자세,20,하시고,85,것,19,했는데,85,해,21,행복한,2,프로필,1,되었구요,119,나,15,즐거운,125,내,31,받으세요,116,내방역,23,한,68,어깨,12,감사합니다,80,부기,13,귀여운
16,저녁,4,좋아,78,호구,12,소소한,94,후,23,들을,179,벌,29,가리,65,코스,15,될,117,쿠바,19,즐기는,100,체형,24,즐거운,193,경기,28,가져가실,103,직장,13,크,94,폴,20,되는,144,중,29,드려요,127,아이돌,24,얻어가는,254,쌤,41,가능한,198,처인구,25,가능합니다가,152,구,21,그램데,92,체력,16,미,94,체험,22,크,105,스튜디오,23,한다,77,중,20,커,98,일본,14,와,71,홀릭,14,편안한,111,우리,34,달라집니다,125,강습,25,할것,63,반,16,어떻게,106,프로필,22,추운,133,내,26,건강한,133,수중,16,가서,21,이채,3,하면서,8,자전거,2,해주셔서,62,거,12,한다,101,프로필,18,나를,5,우리,1,추운거였어요,83,프로필,19,하지,56,윈드서핑,5,멋진,142,체형,40,보는,104,코스,17,함께하세요,172,남녀,29,들,135,나,39,감사합니다,77,공원,18,참,96,안성,13,도르,47,전,14,들의,67,와드,15,아닌,102,것,15,먹고,151,센터,17,하게,70,팔,18,될,103,만,22,푸,90,스킬,18,들과,130,오션,20,먹고,1,커팅,1,즐기시는,78,레전드,10,할수있도록,83,중,17,새로운,104,번,20,좋기,83,후,18,참,83,기존,20,하면,2,빵,1,해주는,110,맘,15,하게,123,집중,31,꾸준히,114,기간,23,해주세요,63,때,12,되는,80,오프닝,13,만나요
16,집,4,따,78,취미,12,있고,92,스튜디오,23,보내셨나요,175,소사,29,만나요,65,눈꽃,15,가는,117,좀바,17,하면,100,방문,24,될,190,텐,28,힘든,103,생활,13,클,91,전공,20,느껴,142,체형,29,즐거운,125,실용음악,24,머물렀던,250,바,40,어떤,191,산점,24,마세요,143,우리,21,행복하기,90,종합,13,보면,94,샘플,22,미치다,105,피,22,같아요,76,취미,19,크,96,것,14,하지,69,빌라,14,해서,111,자격,34,들에게,124,이슬라,25,하길,63,평영,15,새롭게,105,휘트니,22,놓치지,129,사나,25,즐거운,130,바,16,즐겁게,21,테크,3,신나는,8,회,2,해야,59,센터,12,타는,97,나,18,해야,5,잼,1,벨리,83,아침,19,하게,56,수상,5,놀러,140,주말,39,하면,103,점,17,커,170,댄서,28,필요한,135,체험,39,센,76,연휴,18,쉬운,95,점,12,새로운,47,나,14,오테,67,부업,15,할수,100,팔,14,만들어,150,서킷,16,좋습니다,69,탱,18,하며,95,때,21,가서,90,몸,16,함께라서,129,게스트,20,한,1,달,1,많아,77,생활,10,갑니다,81,번,16,되는,103,줌,20,앉아있는,82,명절,18,해주세요,81,나,19,가서나,2,화보,1,하려,109,엘리트,14,해서,122,맨즈,31,깊은,114,홈,23,아름다운,60,셀카,12,알려,79,가희,12,즐길
